id,timezone_offset,type,unit,timestamp,start,end,value
,-25200,,stage,2023-06-20 07:29:20+00:00,2023-06-20 07:29:20+00:00,2023-06-20 07:34:20+00:00,2.0
,-25200,,stage,2023-06-20 07:34:20+00:00,2023-06-20 07:34:20+00:00,2023-06-20 07:39:20+00:00,2.0
,-25200,,stage,2023-06-20 07:39:20+00:00,2023-06-20 07:39:20+00:00,2023-06-20 07:44:20+00:00,2.0
,-25200,,stage,2023-06-20 07:44:20+00:00,2023-06-20 07:44:20+00:00,2023-06-20 07:49:20+00:00,1.0
,-25200,,stage,2023-06-20 07:49:20+00:00,2023-06-20 07:49:20+00:00,2023-06-20 07:54:20+00:00,2.0
,-25200,,stage,2023-06-20 07:54:20+00:00,2023-06-20 07:54:20+00:00,2023-06-20 07:59:20+00:00,2.0
,-25200,,stage,2023-06-20 07:59:20+00:00,2023-06-20 07:59:20+00:00,2023-06-20 08:04:20+00:00,2.0
,-25200,,stage,2023-06-20 08:04:20+00:00,2023-06-20 08:04:20+00:00,2023-06-20 08:09:20+00:00,1.0
,-25200,,stage,2023-06-20 08:09:20+00:00,2023-06-20 08:09:20+00:00,2023-06-20 08:14:20+00:00,1.0
,-25200,,stage,2023-06-20 08:14:20+00:00,2023-06-20 08:14:20+00:00,2023-06-20 08:19:20+00:00,4.0
,-25200,,stage,2023-06-20 08:19:20+00:00,2023-06-20 08:19:20+00:00,2023-06-20 08:24:20+00:00,4.0
,-25200,,stage,2023-06-20 08:24:20+00:00,2023-06-20 08:24:20+00:00,2023-06-20 08:29:20+00:00,2.0
,-25200,,stage,2023-06-20 08:29:20+00:00,2023-06-20 08:29:20+00:00,2023-06-20 08:34:20+00:00,2.0
,-25200,,stage,2023-06-20 08:34:20+00:00,2023-06-20 08:34:20+00:00,2023-06-20 08:39:20+00:00,2.0
,-25200,,stage,2023-06-20 08:39:20+00:00,2023-06-20 08:39:20+00:00,2023-06-20 08:44:20+00:00,1.0
,-25200,,stage,2023-06-20 08:44:20+00:00,2023-06-20 08:44:20+00:00,2023-06-20 08:49:20+00:00,1.0
,-25200,,stage,2023-06-20 08:49:20+00:00,2023-06-20 08:49:20+00:00,2023-06-20 08:54:20+00:00,1.0
,-25200,,stage,2023-06-20 08:54:20+00:00,2023-06-20 08:54:20+00:00,2023-06-20 08:59:20+00:00,1.0
,-25200,,stage,2023-06-20 08:59:20+00:00,2023-06-20 08:59:20+00:00,2023-06-20 09:04:20+00:00,2.0
,-25200,,stage,2023-06-20 09:04:20+00:00,2023-06-20 09:04:20+00:00,2023-06-20 09:09:20+00:00,3.0
,-25200,,stage,2023-06-20 09:09:20+00:00,2023-06-20 09:09:20+00:00,2023-06-20 09:14:20+00:00,3.0
,-25200,,stage,2023-06-20 09:14:20+00:00,2023-06-20 09:14:20+00:00,2023-06-20 09:19:20+00:00,4.0
,-25200,,stage,2023-06-20 09:19:20+00:00,2023-06-20 09:19:20+00:00,2023-06-20 09:24:20+00:00,2.0
,-25200,,stage,2023-06-20 09:24:20+00:00,2023-06-20 09:24:20+00:00,2023-06-20 09:29:20+00:00,2.0
,-25200,,stage,2023-06-20 09:29:20+00:00,2023-06-20 09:29:20+00:00,2023-06-20 09:34:20+00:00,2.0
,-25200,,stage,2023-06-20 09:34:20+00:00,2023-06-20 09:34:20+00:00,2023-06-20 09:39:20+00:00,2.0
,-25200,,stage,2023-06-20 09:39:20+00:00,2023-06-20 09:39:20+00:00,2023-06-20 09:44:20+00:00,1.0
,-25200,,stage,2023-06-20 09:44:20+00:00,2023-06-20 09:44:20+00:00,2023-06-20 09:49:20+00:00,2.0
,-25200,,stage,2023-06-20 09:49:20+00:00,2023-06-20 09:49:20+00:00,2023-06-20 09:54:20+00:00,2.0
,-25200,,stage,2023-06-20 09:54:20+00:00,2023-06-20 09:54:20+00:00,2023-06-20 09:59:20+00:00,2.0
,-25200,,stage,2023-06-20 09:59:20+00:00,2023-06-20 09:59:20+00:00,2023-06-20 10:04:20+00:00,2.0
,-25200,,stage,2023-06-20 10:04:20+00:00,2023-06-20 10:04:20+00:00,2023-06-20 10:09:20+00:00,1.0
,-25200,,stage,2023-06-20 10:09:20+00:00,2023-06-20 10:09:20+00:00,2023-06-20 10:14:20+00:00,4.0
,-25200,,stage,2023-06-20 10:14:20+00:00,2023-06-20 10:14:20+00:00,2023-06-20 10:19:20+00:00,2.0
,-25200,,stage,2023-06-20 10:19:20+00:00,2023-06-20 10:19:20+00:00,2023-06-20 10:24:20+00:00,1.0
,-25200,,stage,2023-06-20 10:24:20+00:00,2023-06-20 10:24:20+00:00,2023-06-20 10:29:20+00:00,1.0
,-25200,,stage,2023-06-20 10:29:20+00:00,2023-06-20 10:29:20+00:00,2023-06-20 10:34:20+00:00,1.0
,-25200,,stage,2023-06-20 10:34:20+00:00,2023-06-20 10:34:20+00:00,2023-06-20 10:39:20+00:00,1.0
,-25200,,stage,2023-06-20 10:39:20+00:00,2023-06-20 10:39:20+00:00,2023-06-20 10:44:20+00:00,1.0
,-25200,,stage,2023-06-20 10:44:20+00:00,2023-06-20 10:44:20+00:00,2023-06-20 10:49:20+00:00,1.0
,-25200,,stage,2023-06-20 10:49:20+00:00,2023-06-20 10:49:20+00:00,2023-06-20 10:54:20+00:00,1.0
,-25200,,stage,2023-06-20 10:54:20+00:00,2023-06-20 10:54:20+00:00,2023-06-20 10:59:20+00:00,1.0
,-25200,,stage,2023-06-20 10:59:20+00:00,2023-06-20 10:59:20+00:00,2023-06-20 11:04:20+00:00,1.0
,-25200,,stage,2023-06-20 11:04:20+00:00,2023-06-20 11:04:20+00:00,2023-06-20 11:09:20+00:00,1.0
,-25200,,stage,2023-06-20 11:09:20+00:00,2023-06-20 11:09:20+00:00,2023-06-20 11:14:20+00:00,1.0
,-25200,,stage,2023-06-20 11:14:20+00:00,2023-06-20 11:14:20+00:00,2023-06-20 11:19:20+00:00,1.0
,-25200,,stage,2023-06-20 11:19:20+00:00,2023-06-20 11:19:20+00:00,2023-06-20 11:24:20+00:00,1.0
,-25200,,stage,2023-06-20 11:24:20+00:00,2023-06-20 11:24:20+00:00,2023-06-20 11:29:20+00:00,4.0
,-25200,,stage,2023-06-20 11:29:20+00:00,2023-06-20 11:29:20+00:00,2023-06-20 11:34:20+00:00,3.0
,-25200,,stage,2023-06-20 11:34:20+00:00,2023-06-20 11:34:20+00:00,2023-06-20 11:39:20+00:00,3.0
,-25200,,stage,2023-06-20 11:39:20+00:00,2023-06-20 11:39:20+00:00,2023-06-20 11:44:20+00:00,3.0
,-25200,,stage,2023-06-20 11:44:20+00:00,2023-06-20 11:44:20+00:00,2023-06-20 11:49:20+00:00,4.0
,-25200,,stage,2023-06-20 11:49:20+00:00,2023-06-20 11:49:20+00:00,2023-06-20 11:54:20+00:00,2.0
,-25200,,stage,2023-06-20 11:54:20+00:00,2023-06-20 11:54:20+00:00,2023-06-20 11:59:20+00:00,2.0
,-25200,,stage,2023-06-20 11:59:20+00:00,2023-06-20 11:59:20+00:00,2023-06-20 12:04:20+00:00,1.0
,-25200,,stage,2023-06-20 12:04:20+00:00,2023-06-20 12:04:20+00:00,2023-06-20 12:09:20+00:00,1.0
,-25200,,stage,2023-06-20 12:09:20+00:00,2023-06-20 12:09:20+00:00,2023-06-20 12:14:20+00:00,2.0
,-25200,,stage,2023-06-20 12:14:20+00:00,2023-06-20 12:14:20+00:00,2023-06-20 12:19:20+00:00,2.0
,-25200,,stage,2023-06-20 12:19:20+00:00,2023-06-20 12:19:20+00:00,2023-06-20 12:24:20+00:00,2.0
,-25200,,stage,2023-06-20 12:24:20+00:00,2023-06-20 12:24:20+00:00,2023-06-20 12:29:20+00:00,2.0
,-25200,,stage,2023-06-20 12:29:20+00:00,2023-06-20 12:29:20+00:00,2023-06-20 12:34:20+00:00,2.0
,-25200,,stage,2023-06-20 12:34:20+00:00,2023-06-20 12:34:20+00:00,2023-06-20 12:39:20+00:00,2.0
,-25200,,stage,2023-06-20 12:39:20+00:00,2023-06-20 12:39:20+00:00,2023-06-20 12:44:20+00:00,3.0
,-25200,,stage,2023-06-20 12:44:20+00:00,2023-06-20 12:44:20+00:00,2023-06-20 12:49:20+00:00,3.0
,-25200,,stage,2023-06-20 12:49:20+00:00,2023-06-20 12:49:20+00:00,2023-06-20 12:54:20+00:00,4.0
,-25200,,stage,2023-06-20 12:54:20+00:00,2023-06-20 12:54:20+00:00,2023-06-20 12:59:20+00:00,3.0
,-25200,,stage,2023-06-20 12:59:20+00:00,2023-06-20 12:59:20+00:00,2023-06-20 13:04:20+00:00,3.0
,-25200,,stage,2023-06-20 13:04:20+00:00,2023-06-20 13:04:20+00:00,2023-06-20 13:09:20+00:00,3.0
,-25200,,stage,2023-06-20 13:09:20+00:00,2023-06-20 13:09:20+00:00,2023-06-20 13:14:20+00:00,3.0
,-25200,,stage,2023-06-20 13:14:20+00:00,2023-06-20 13:14:20+00:00,2023-06-20 13:19:20+00:00,4.0
,-25200,,stage,2023-06-21 05:15:03+00:00,2023-06-21 05:15:03+00:00,2023-06-21 05:20:03+00:00,4.0
,-25200,,stage,2023-06-21 05:20:03+00:00,2023-06-21 05:20:03+00:00,2023-06-21 05:25:03+00:00,4.0
,-25200,,stage,2023-06-21 05:25:03+00:00,2023-06-21 05:25:03+00:00,2023-06-21 05:30:03+00:00,4.0
,-25200,,stage,2023-06-21 05:30:03+00:00,2023-06-21 05:30:03+00:00,2023-06-21 05:35:03+00:00,4.0
,-25200,,stage,2023-06-21 05:35:03+00:00,2023-06-21 05:35:03+00:00,2023-06-21 05:40:03+00:00,2.0
,-25200,,stage,2023-06-21 05:40:03+00:00,2023-06-21 05:40:03+00:00,2023-06-21 05:45:03+00:00,2.0
,-25200,,stage,2023-06-21 05:45:03+00:00,2023-06-21 05:45:03+00:00,2023-06-21 05:50:03+00:00,2.0
,-25200,,stage,2023-06-21 05:50:03+00:00,2023-06-21 05:50:03+00:00,2023-06-21 05:55:03+00:00,4.0
,-25200,,stage,2023-06-21 05:55:03+00:00,2023-06-21 05:55:03+00:00,2023-06-21 06:00:03+00:00,2.0
,-25200,,stage,2023-06-21 06:00:03+00:00,2023-06-21 06:00:03+00:00,2023-06-21 06:05:03+00:00,1.0
,-25200,,stage,2023-06-21 06:05:03+00:00,2023-06-21 06:05:03+00:00,2023-06-21 06:10:03+00:00,1.0
,-25200,,stage,2023-06-21 06:10:03+00:00,2023-06-21 06:10:03+00:00,2023-06-21 06:15:03+00:00,1.0
,-25200,,stage,2023-06-21 06:15:03+00:00,2023-06-21 06:15:03+00:00,2023-06-21 06:20:03+00:00,1.0
,-25200,,stage,2023-06-21 06:20:03+00:00,2023-06-21 06:20:03+00:00,2023-06-21 06:25:03+00:00,1.0
,-25200,,stage,2023-06-21 06:25:03+00:00,2023-06-21 06:25:03+00:00,2023-06-21 06:30:03+00:00,1.0
,-25200,,stage,2023-06-21 06:30:03+00:00,2023-06-21 06:30:03+00:00,2023-06-21 06:35:03+00:00,2.0
,-25200,,stage,2023-06-21 06:35:03+00:00,2023-06-21 06:35:03+00:00,2023-06-21 06:40:03+00:00,2.0
,-25200,,stage,2023-06-21 06:40:03+00:00,2023-06-21 06:40:03+00:00,2023-06-21 06:45:03+00:00,2.0
,-25200,,stage,2023-06-21 06:45:03+00:00,2023-06-21 06:45:03+00:00,2023-06-21 06:50:03+00:00,1.0
,-25200,,stage,2023-06-21 06:50:03+00:00,2023-06-21 06:50:03+00:00,2023-06-21 06:55:03+00:00,2.0
,-25200,,stage,2023-06-21 06:55:03+00:00,2023-06-21 06:55:03+00:00,2023-06-21 07:00:03+00:00,2.0
,-25200,,stage,2023-06-21 07:00:03+00:00,2023-06-21 07:00:03+00:00,2023-06-21 07:05:03+00:00,3.0
,-25200,,stage,2023-06-21 07:05:03+00:00,2023-06-21 07:05:03+00:00,2023-06-21 07:10:03+00:00,3.0
,-25200,,stage,2023-06-21 07:10:03+00:00,2023-06-21 07:10:03+00:00,2023-06-21 07:15:03+00:00,3.0
,-25200,,stage,2023-06-21 07:15:03+00:00,2023-06-21 07:15:03+00:00,2023-06-21 07:20:03+00:00,2.0
,-25200,,stage,2023-06-21 07:20:03+00:00,2023-06-21 07:20:03+00:00,2023-06-21 07:25:03+00:00,2.0
,-25200,,stage,2023-06-21 07:25:03+00:00,2023-06-21 07:25:03+00:00,2023-06-21 07:30:03+00:00,2.0
,-25200,,stage,2023-06-21 07:30:03+00:00,2023-06-21 07:30:03+00:00,2023-06-21 07:35:03+00:00,2.0
,-25200,,stage,2023-06-21 07:35:03+00:00,2023-06-21 07:35:03+00:00,2023-06-21 07:40:03+00:00,2.0
,-25200,,stage,2023-06-21 07:40:03+00:00,2023-06-21 07:40:03+00:00,2023-06-21 07:45:03+00:00,1.0
,-25200,,stage,2023-06-21 07:45:03+00:00,2023-06-21 07:45:03+00:00,2023-06-21 07:50:03+00:00,1.0
,-25200,,stage,2023-06-21 07:50:03+00:00,2023-06-21 07:50:03+00:00,2023-06-21 07:55:03+00:00,1.0
,-25200,,stage,2023-06-21 07:55:03+00:00,2023-06-21 07:55:03+00:00,2023-06-21 08:00:03+00:00,2.0
,-25200,,stage,2023-06-21 08:00:03+00:00,2023-06-21 08:00:03+00:00,2023-06-21 08:05:03+00:00,2.0
,-25200,,stage,2023-06-21 08:05:03+00:00,2023-06-21 08:05:03+00:00,2023-06-21 08:10:03+00:00,1.0
,-25200,,stage,2023-06-21 08:10:03+00:00,2023-06-21 08:10:03+00:00,2023-06-21 08:15:03+00:00,1.0
,-25200,,stage,2023-06-21 08:15:03+00:00,2023-06-21 08:15:03+00:00,2023-06-21 08:20:03+00:00,1.0
,-25200,,stage,2023-06-21 08:20:03+00:00,2023-06-21 08:20:03+00:00,2023-06-21 08:25:03+00:00,1.0
,-25200,,stage,2023-06-21 08:25:03+00:00,2023-06-21 08:25:03+00:00,2023-06-21 08:30:03+00:00,4.0
,-25200,,stage,2023-06-21 08:30:03+00:00,2023-06-21 08:30:03+00:00,2023-06-21 08:35:03+00:00,2.0
,-25200,,stage,2023-06-21 08:35:03+00:00,2023-06-21 08:35:03+00:00,2023-06-21 08:40:03+00:00,2.0
,-25200,,stage,2023-06-21 08:40:03+00:00,2023-06-21 08:40:03+00:00,2023-06-21 08:45:03+00:00,2.0
,-25200,,stage,2023-06-21 08:45:03+00:00,2023-06-21 08:45:03+00:00,2023-06-21 08:50:03+00:00,3.0
,-25200,,stage,2023-06-21 08:50:03+00:00,2023-06-21 08:50:03+00:00,2023-06-21 08:55:03+00:00,2.0
,-25200,,stage,2023-06-21 08:55:03+00:00,2023-06-21 08:55:03+00:00,2023-06-21 09:00:03+00:00,2.0
,-25200,,stage,2023-06-21 09:00:03+00:00,2023-06-21 09:00:03+00:00,2023-06-21 09:05:03+00:00,2.0
,-25200,,stage,2023-06-21 09:05:03+00:00,2023-06-21 09:05:03+00:00,2023-06-21 09:10:03+00:00,2.0
,-25200,,stage,2023-06-21 09:10:03+00:00,2023-06-21 09:10:03+00:00,2023-06-21 09:15:03+00:00,2.0
,-25200,,stage,2023-06-21 09:15:03+00:00,2023-06-21 09:15:03+00:00,2023-06-21 09:20:03+00:00,2.0
,-25200,,stage,2023-06-21 09:20:03+00:00,2023-06-21 09:20:03+00:00,2023-06-21 09:25:03+00:00,2.0
,-25200,,stage,2023-06-21 09:25:03+00:00,2023-06-21 09:25:03+00:00,2023-06-21 09:30:03+00:00,2.0
,-25200,,stage,2023-06-21 09:30:03+00:00,2023-06-21 09:30:03+00:00,2023-06-21 09:35:03+00:00,2.0
,-25200,,stage,2023-06-21 09:35:03+00:00,2023-06-21 09:35:03+00:00,2023-06-21 09:40:03+00:00,2.0
,-25200,,stage,2023-06-21 09:40:03+00:00,2023-06-21 09:40:03+00:00,2023-06-21 09:45:03+00:00,2.0
,-25200,,stage,2023-06-21 09:45:03+00:00,2023-06-21 09:45:03+00:00,2023-06-21 09:50:03+00:00,2.0
,-25200,,stage,2023-06-21 09:50:03+00:00,2023-06-21 09:50:03+00:00,2023-06-21 09:55:03+00:00,2.0
,-25200,,stage,2023-06-21 09:55:03+00:00,2023-06-21 09:55:03+00:00,2023-06-21 10:00:03+00:00,2.0
,-25200,,stage,2023-06-21 10:00:03+00:00,2023-06-21 10:00:03+00:00,2023-06-21 10:05:03+00:00,3.0
,-25200,,stage,2023-06-21 10:05:03+00:00,2023-06-21 10:05:03+00:00,2023-06-21 10:10:03+00:00,3.0
,-25200,,stage,2023-06-21 10:10:03+00:00,2023-06-21 10:10:03+00:00,2023-06-21 10:15:03+00:00,3.0
,-25200,,stage,2023-06-21 10:15:03+00:00,2023-06-21 10:15:03+00:00,2023-06-21 10:20:03+00:00,3.0
,-25200,,stage,2023-06-21 10:20:03+00:00,2023-06-21 10:20:03+00:00,2023-06-21 10:25:03+00:00,3.0
,-25200,,stage,2023-06-21 10:25:03+00:00,2023-06-21 10:25:03+00:00,2023-06-21 10:30:03+00:00,3.0
,-25200,,stage,2023-06-21 10:30:03+00:00,2023-06-21 10:30:03+00:00,2023-06-21 10:35:03+00:00,3.0
,-25200,,stage,2023-06-21 10:35:03+00:00,2023-06-21 10:35:03+00:00,2023-06-21 10:40:03+00:00,3.0
,-25200,,stage,2023-06-21 10:40:03+00:00,2023-06-21 10:40:03+00:00,2023-06-21 10:45:03+00:00,3.0
,-25200,,stage,2023-06-21 10:45:03+00:00,2023-06-21 10:45:03+00:00,2023-06-21 10:50:03+00:00,3.0
,-25200,,stage,2023-06-21 10:50:03+00:00,2023-06-21 10:50:03+00:00,2023-06-21 10:55:03+00:00,3.0
,-25200,,stage,2023-06-21 10:55:03+00:00,2023-06-21 10:55:03+00:00,2023-06-21 11:00:03+00:00,2.0
,-25200,,stage,2023-06-21 11:00:03+00:00,2023-06-21 11:00:03+00:00,2023-06-21 11:05:03+00:00,2.0
,-25200,,stage,2023-06-21 11:05:03+00:00,2023-06-21 11:05:03+00:00,2023-06-21 11:10:03+00:00,2.0
,-25200,,stage,2023-06-21 11:10:03+00:00,2023-06-21 11:10:03+00:00,2023-06-21 11:15:03+00:00,2.0
,-25200,,stage,2023-06-21 11:15:03+00:00,2023-06-21 11:15:03+00:00,2023-06-21 11:20:03+00:00,2.0
,-25200,,stage,2023-06-21 11:20:03+00:00,2023-06-21 11:20:03+00:00,2023-06-21 11:25:03+00:00,2.0
,-25200,,stage,2023-06-21 11:25:03+00:00,2023-06-21 11:25:03+00:00,2023-06-21 11:30:03+00:00,2.0
,-25200,,stage,2023-06-21 11:30:03+00:00,2023-06-21 11:30:03+00:00,2023-06-21 11:35:03+00:00,2.0
,-25200,,stage,2023-06-21 11:35:03+00:00,2023-06-21 11:35:03+00:00,2023-06-21 11:40:03+00:00,2.0
,-25200,,stage,2023-06-21 11:40:03+00:00,2023-06-21 11:40:03+00:00,2023-06-21 11:45:03+00:00,2.0
,-25200,,stage,2023-06-21 11:45:03+00:00,2023-06-21 11:45:03+00:00,2023-06-21 11:50:03+00:00,2.0
,-25200,,stage,2023-06-21 11:50:03+00:00,2023-06-21 11:50:03+00:00,2023-06-21 11:55:03+00:00,2.0
,-25200,,stage,2023-06-21 11:55:03+00:00,2023-06-21 11:55:03+00:00,2023-06-21 12:00:03+00:00,2.0
,-25200,,stage,2023-06-21 12:00:03+00:00,2023-06-21 12:00:03+00:00,2023-06-21 12:05:03+00:00,2.0
,-25200,,stage,2023-06-21 12:05:03+00:00,2023-06-21 12:05:03+00:00,2023-06-21 12:10:03+00:00,3.0
,-25200,,stage,2023-06-21 12:10:03+00:00,2023-06-21 12:10:03+00:00,2023-06-21 12:15:03+00:00,4.0
,-25200,,stage,2023-06-21 12:15:03+00:00,2023-06-21 12:15:03+00:00,2023-06-21 12:20:03+00:00,3.0
,-25200,,stage,2023-06-21 12:20:03+00:00,2023-06-21 12:20:03+00:00,2023-06-21 12:25:03+00:00,3.0
,-25200,,stage,2023-06-21 12:25:03+00:00,2023-06-21 12:25:03+00:00,2023-06-21 12:30:03+00:00,3.0
,-25200,,stage,2023-06-21 12:30:03+00:00,2023-06-21 12:30:03+00:00,2023-06-21 12:35:03+00:00,3.0
,-25200,,stage,2023-06-21 12:35:03+00:00,2023-06-21 12:35:03+00:00,2023-06-21 12:40:03+00:00,4.0
,-25200,,stage,2023-06-21 12:40:03+00:00,2023-06-21 12:40:03+00:00,2023-06-21 12:45:03+00:00,4.0
,-25200,,stage,2023-06-21 12:45:03+00:00,2023-06-21 12:45:03+00:00,2023-06-21 12:50:03+00:00,2.0
,-25200,,stage,2023-06-21 12:50:03+00:00,2023-06-21 12:50:03+00:00,2023-06-21 12:55:03+00:00,4.0
,-25200,,stage,2023-06-21 12:55:03+00:00,2023-06-21 12:55:03+00:00,2023-06-21 13:00:03+00:00,2.0
,-25200,,stage,2023-06-21 13:00:03+00:00,2023-06-21 13:00:03+00:00,2023-06-21 13:05:03+00:00,4.0
,-25200,,stage,2023-06-22 03:21:01+00:00,2023-06-22 03:21:01+00:00,2023-06-22 03:26:01+00:00,4.0
,-25200,,stage,2023-06-22 03:26:01+00:00,2023-06-22 03:26:01+00:00,2023-06-22 03:31:01+00:00,4.0
,-25200,,stage,2023-06-22 03:31:01+00:00,2023-06-22 03:31:01+00:00,2023-06-22 03:36:01+00:00,4.0
,-25200,,stage,2023-06-22 03:36:01+00:00,2023-06-22 03:36:01+00:00,2023-06-22 03:41:01+00:00,4.0
,-25200,,stage,2023-06-22 03:41:01+00:00,2023-06-22 03:41:01+00:00,2023-06-22 03:46:01+00:00,2.0
,-25200,,stage,2023-06-22 03:46:01+00:00,2023-06-22 03:46:01+00:00,2023-06-22 03:51:01+00:00,2.0
,-25200,,stage,2023-06-22 03:51:01+00:00,2023-06-22 03:51:01+00:00,2023-06-22 03:56:01+00:00,1.0
,-25200,,stage,2023-06-22 03:56:01+00:00,2023-06-22 03:56:01+00:00,2023-06-22 04:01:01+00:00,1.0
,-25200,,stage,2023-06-22 04:01:01+00:00,2023-06-22 04:01:01+00:00,2023-06-22 04:06:01+00:00,1.0
,-25200,,stage,2023-06-22 04:06:01+00:00,2023-06-22 04:06:01+00:00,2023-06-22 04:11:01+00:00,1.0
,-25200,,stage,2023-06-22 04:11:01+00:00,2023-06-22 04:11:01+00:00,2023-06-22 04:16:01+00:00,1.0
,-25200,,stage,2023-06-22 04:16:01+00:00,2023-06-22 04:16:01+00:00,2023-06-22 04:21:01+00:00,2.0
,-25200,,stage,2023-06-22 04:21:01+00:00,2023-06-22 04:21:01+00:00,2023-06-22 04:26:01+00:00,2.0
,-25200,,stage,2023-06-22 04:26:01+00:00,2023-06-22 04:26:01+00:00,2023-06-22 04:31:01+00:00,2.0
,-25200,,stage,2023-06-22 04:31:01+00:00,2023-06-22 04:31:01+00:00,2023-06-22 04:36:01+00:00,1.0
,-25200,,stage,2023-06-22 04:36:01+00:00,2023-06-22 04:36:01+00:00,2023-06-22 04:41:01+00:00,1.0
,-25200,,stage,2023-06-22 04:41:01+00:00,2023-06-22 04:41:01+00:00,2023-06-22 04:46:01+00:00,1.0
,-25200,,stage,2023-06-22 04:46:01+00:00,2023-06-22 04:46:01+00:00,2023-06-22 04:51:01+00:00,1.0
,-25200,,stage,2023-06-22 04:51:01+00:00,2023-06-22 04:51:01+00:00,2023-06-22 04:56:01+00:00,1.0
,-25200,,stage,2023-06-22 04:56:01+00:00,2023-06-22 04:56:01+00:00,2023-06-22 05:01:01+00:00,2.0
,-25200,,stage,2023-06-22 05:01:01+00:00,2023-06-22 05:01:01+00:00,2023-06-22 05:06:01+00:00,2.0
,-25200,,stage,2023-06-22 05:06:01+00:00,2023-06-22 05:06:01+00:00,2023-06-22 05:11:01+00:00,2.0
,-25200,,stage,2023-06-22 05:11:01+00:00,2023-06-22 05:11:01+00:00,2023-06-22 05:16:01+00:00,3.0
,-25200,,stage,2023-06-22 05:16:01+00:00,2023-06-22 05:16:01+00:00,2023-06-22 05:21:01+00:00,2.0
,-25200,,stage,2023-06-22 05:21:01+00:00,2023-06-22 05:21:01+00:00,2023-06-22 05:26:01+00:00,2.0
,-25200,,stage,2023-06-22 05:26:01+00:00,2023-06-22 05:26:01+00:00,2023-06-22 05:31:01+00:00,2.0
,-25200,,stage,2023-06-22 05:31:01+00:00,2023-06-22 05:31:01+00:00,2023-06-22 05:36:01+00:00,2.0
,-25200,,stage,2023-06-22 05:36:01+00:00,2023-06-22 05:36:01+00:00,2023-06-22 05:41:01+00:00,2.0
,-25200,,stage,2023-06-22 05:41:01+00:00,2023-06-22 05:41:01+00:00,2023-06-22 05:46:01+00:00,2.0
,-25200,,stage,2023-06-22 05:46:01+00:00,2023-06-22 05:46:01+00:00,2023-06-22 05:51:01+00:00,2.0
,-25200,,stage,2023-06-22 05:51:01+00:00,2023-06-22 05:51:01+00:00,2023-06-22 05:56:01+00:00,1.0
